Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type,Per_Sqft
1079.0,5,1.0,Semi-Furnished,Dwarka,1.0,30823249,Almost_ready,New_Property,Apartment,28566.0
853.0,5,3.0,Furnished,Rohini Sector 25,5.0,27862479,Almost_ready,New_Property,Builder_Floor,32664.0
1325.0,1,1.0,Semi-Furnished,Dwarka,2.0,19869138,Almost_ready,New_Property,Builder_Floor,14995.0
2341.0,3,1.0,Furnished,Rohini Sector 24,0.0,12765353,Almost_ready,New_Property,Builder_Floor,5452.0
713.0,2,1.0,Furnished,Dwarka,0.0,21692144,Ready_to_move,New_Property,Apartment,30423.0
802.0,5,2.0,Furnished,Lajpat Nagar,1.0,39739766,Ready_to_move,Resale,Builder_Floor,49550.0
2455.0,2,1.0,Furnished,Rohini Sector 24,5.0,39866831,Ready_to_move,Resale,Apartment,16239.0
1885.0,5,3.0,Unfurnished,Dwarka,3.0,17901702,Ready_to_move,New_Property,Apartment,9496.0
1286.0,3,3.0,Unfurnished,Rohini Sector 25,0.0,3833731,Ready_to_move,New_Property,Builder_Floor,2981.0
864.0,2,2.0,Semi-Furnished,Rohini Sector 25,0.0,2907884,Ready_to_move,Resale,Builder_Floor,3365.0
2098.0,1,1.0,Furnished,Rohini Sector 25,0.0,32156891,Ready_to_move,Resale,Builder_Floor,15327.0
2790.0,5,1.0,Semi-Furnished,Dwarka,4.0,11269047,Almost_ready,New_Property,Apartment,4039.0
2514.0,2,1.0,Semi-Furnished,Dwarka,5.0,49807026,Almost_ready,Resale,Apartment,19811.0
2578.0,1,1.0,Unfurnished,Rohini Sector 24,3.0,38897518,Ready_to_move,Resale,Builder_Floor,15088.0
817.0,4,1.0,Semi-Furnished,Lajpat Nagar,4.0,2718857,Almost_ready,New_Property,Builder_Floor,3327.0
2553.0,1,1.0,Unfurnished,Dwarka,3.0,46144070,Almost_ready,Resale,Apartment,18074.0
2514.0,2,1.0,Unfurnished,Lajpat Nagar,0.0,26602689,Almost_ready,Resale,Apartment,10581.0
1766.0,5,5.0,Unfurnished,Rohini Sector 24,0.0,13522670,Almost_ready,New_Property,Builder_Floor,7657.0
1636.0,5,4.0,Furnished,Rohini Sector 25,5.0,30486677,Almost_ready,New_Property,Builder_Floor,18634.0
877.0,5,3.0,Semi-Furnished,Dwarka,0.0,3786612,Almost_ready,New_Property,Builder_Floor,4317.0
1407.0,4,1.0,Unfurnished,Dwarka,4.0,34424377,Ready_to_move,Resale,Builder_Floor,24466.0
2930.0,3,1.0,Unfurnished,Dwarka,3.0,48994103,Ready_to_move,Resale,Builder_Floor,16721.0
2995.0,1,1.0,Furnished,Dwarka,0.0,19377360,Ready_to_move,Resale,Builder_Floor,6469.0
1702.0,4,2.0,Semi-Furnished,Rohini Sector 25,5.0,29561070,Almost_ready,New_Property,Builder_Floor,17368.0
1518.0,3,1.0,Semi-Furnished,Lajpat Nagar,3.0,24444288,Ready_to_move,Resale,Builder_Floor,16102.0
602.0,5,2.0,Unfurnished,Rohini Sector 24,0.0,46829456,Ready_to_move,Resale,Builder_Floor,77789.0
1753.0,5,4.0,Unfurnished,Dwarka,2.0,35813362,Almost_ready,New_Property,Apartment,20429.0
2117.0,3,3.0,Unfurnished,Rohini Sector 24,2.0,2315316,Almost_ready,Resale,Apartment,1093.0
648.0,2,1.0,Furnished,Lajpat Nagar,1.0,5984457,Ready_to_move,Resale,Builder_Floor,9235.0
1251.0,5,5.0,Furnished,Lajpat Nagar,5.0,38145535,Almost_ready,Resale,Apartment,30492.0
1793.0,5,3.0,Unfurnished,Rohini Sector 24,0.0,29639334,Ready_to_move,Resale,Apartment,16530.0
1383.0,1,1.0,Unfurnished,Rohini Sector 24,0.0,26386335,Ready_to_move,Resale,Builder_Floor,19079.0
1217.0,2,2.0,Unfurnished,Lajpat Nagar,2.0,16873761,Almost_ready,New_Property,Apartment,13865.0
1148.0,2,1.0,Furnished,Rohini Sector 25,3.0,45861433,Almost_ready,New_Property,Builder_Floor,39948.0
917.0,2,2.0,Semi-Furnished,Lajpat Nagar,1.0,47875168,Almost_ready,New_Property,Apartment,52208.0
1831.0,4,1.0,Furnished,Lajpat Nagar,4.0,16326489,Ready_to_move,New_Property,Builder_Floor,8916.0
696.0,5,3.0,Unfurnished,Rohini Sector 24,3.0,30520284,Almost_ready,New_Property,Apartment,43850.0
1995.0,5,5.0,Furnished,Dwarka,3.0,34162260,Ready_to_move,Resale,Apartment,17123.0
1459.0,4,3.0,Furnished,Dwarka,2.0,32934555,Almost_ready,New_Property,Apartment,22573.0
1136.0,4,4.0,Unfurnished,Rohini Sector 25,2.0,15936810,Almost_ready,Resale,Builder_Floor,14028.0
2851.0,4,1.0,Unfurnished,Dwarka,5.0,49150065,Ready_to_move,Resale,Apartment,17239.0
1374.0,5,2.0,Unfurnished,Dwarka,4.0,39709587,Almost_ready,Resale,Builder_Floor,28900.0
2008.0,4,1.0,Furnished,Dwarka,4.0,32853983,Almost_ready,New_Property,Builder_Floor,16361.0
2032.0,5,3.0,Semi-Furnished,Dwarka,5.0,26750274,Almost_ready,Resale,Apartment,13164.0
1182.0,1,1.0,Semi-Furnished,Lajpat Nagar,3.0,47466476,Almost_ready,Resale,Builder_Floor,40157.0
2971.0,3,1.0,Unfurnished,Lajpat Nagar,5.0,13944804,Almost_ready,Resale,Apartment,4693.0
1911.0,3,1.0,Furnished,Lajpat Nagar,5.0,23698331,Almost_ready,New_Property,Apartment,12401.0
703.0,2,1.0,Furnished,Rohini Sector 25,3.0,44968516,Almost_ready,New_Property,Builder_Floor,63966.0
1013.0,4,3.0,Unfurnished,Rohini Sector 25,3.0,47367116,Almost_ready,New_Property,Builder_Floor,46759.0
1457.0,3,3.0,Furnished,Dwarka,5.0,33807873,Almost_ready,New_Property,Apartment,23203.0
2819.0,3,2.0,Unfurnished,Lajpat Nagar,1.0,45979481,Ready_to_move,New_Property,Builder_Floor,16310.0
1401.0,5,2.0,Furnished,Lajpat Nagar,0.0,29220914,Almost_ready,New_Property,Apartment,20857.0
942.0,1,1.0,Semi-Furnished,Rohini Sector 24,2.0,28926041,Ready_to_move,Resale,Apartment,30707.0
1498.0,1,1.0,Furnished,Rohini Sector 24,3.0,16065007,Ready_to_move,New_Property,Apartment,10724.0
2429.0,2,2.0,Furnished,Lajpat Nagar,4.0,40565001,Ready_to_move,New_Property,Builder_Floor,16700.0
2021.0,1,1.0,Unfurnished,Lajpat Nagar,3.0,19009692,Almost_ready,New_Property,Builder_Floor,9406.0
1811.0,2,1.0,Furnished,Rohini Sector 25,1.0,33584311,Almost_ready,Resale,Builder_Floor,18544.0
2242.0,3,3.0,Furnished,Dwarka,5.0,40263325,Ready_to_move,Resale,Builder_Floor,17958.0
1276.0,5,3.0,Unfurnished,Dwarka,5.0,8430056,Ready_to_move,New_Property,Builder_Floor,6606.0
1288.0,3,1.0,Unfurnished,Rohini Sector 24,3.0,11222783,Almost_ready,New_Property,Apartment,8713.0
2062.0,1,1.0,Semi-Furnished,Rohini Sector 25,3.0,24384429,Almost_ready,New_Property,Builder_Floor,11825.0
1283.0,1,1.0,Unfurnished,Lajpat Nagar,4.0,32827308,Almost_ready,New_Property,Builder_Floor,25586.0
2347.0,2,1.0,Semi-Furnished,Dwarka,2.0,24958352,Almost_ready,Resale,Apartment,10634.0
766.0,4,3.0,Unfurnished,Lajpat Nagar,3.0,19695136,Almost_ready,New_Property,Builder_Floor,25711.0
1164.0,4,1.0,Furnished,Rohini Sector 24,3.0,41769913,Almost_ready,New_Property,Apartment,35884.0
975.0,2,2.0,Furnished,Rohini Sector 24,4.0,15920232,Ready_to_move,Resale,Builder_Floor,16328.0
2610.0,1,1.0,Semi-Furnished,Dwarka,0.0,43443799,Almost_ready,New_Property,Apartment,16645.0
2642.0,2,1.0,Unfurnished,Lajpat Nagar,2.0,36430097,Ready_to_move,New_Property,Apartment,13788.0
1152.0,3,3.0,Semi-Furnished,Rohini Sector 24,2.0,18973347,Almost_ready,New_Property,Builder_Floor,16469.0
2849.0,1,1.0,Unfurnished,Rohini Sector 24,5.0,25495743,Ready_to_move,New_Property,Builder_Floor,8949.0
611.0,3,3.0,Furnished,Rohini Sector 25,5.0,6240117,Almost_ready,New_Property,Apartment,10212.0
1624.0,4,3.0,Semi-Furnished,Rohini Sector 24,5.0,46090713,Ready_to_move,New_Property,Apartment,28380.0
2995.0,3,2.0,Furnished,Rohini Sector 25,5.0,2500024,Almost_ready,Resale,Apartment,834.0
948.0,5,1.0,Furnished,Lajpat Nagar,1.0,11591282,Ready_to_move,Resale,Apartment,12227.0
2062.0,4,2.0,Unfurnished,Rohini Sector 25,0.0,29963488,Almost_ready,New_Property,Builder_Floor,14531.0
1436.0,5,3.0,Furnished,Rohini Sector 24,2.0,7879904,Ready_to_move,Resale,Apartment,5487.0
2688.0,4,2.0,Unfurnished,Rohini Sector 25,1.0,5520546,Ready_to_move,Resale,Apartment,2053.0
2794.0,1,1.0,Semi-Furnished,Lajpat Nagar,2.0,22753074,Ready_to_move,New_Property,Apartment,8143.0
1612.0,4,4.0,Furnished,Rohini Sector 24,3.0,49369897,Ready_to_move,Resale,Apartment,30626.0
1910.0,3,1.0,Furnished,Lajpat Nagar,0.0,40923715,Ready_to_move,New_Property,Apartment,21426.0
2372.0,3,3.0,Unfurnished,Lajpat Nagar,0.0,38550451,Ready_to_move,Resale,Apartment,16252.0
1107.0,5,3.0,Unfurnished,Lajpat Nagar,0.0,44345958,Ready_to_move,Resale,Apartment,40059.0
1573.0,1,1.0,Semi-Furnished,Rohini Sector 24,5.0,35317121,Ready_to_move,New_Property,Builder_Floor,22452.0
846.0,5,4.0,Furnished,Dwarka,3.0,41991766,Almost_ready,Resale,Builder_Floor,49635.0
2248.0,4,4.0,Furnished,Rohini Sector 25,0.0,47514141,Almost_ready,Resale,Apartment,21136.0
2157.0,1,1.0,Unfurnished,Lajpat Nagar,4.0,37542012,Ready_to_move,Resale,Builder_Floor,17404.0
2723.0,1,1.0,Unfurnished,Rohini Sector 25,0.0,4459303,Almost_ready,New_Property,Apartment,1637.0
1080.0,1,1.0,Unfurnished,Lajpat Nagar,2.0,12846881,Almost_ready,New_Property,Apartment,11895.0
2315.0,3,2.0,Semi-Furnished,Dwarka,3.0,39028279,Almost_ready,New_Property,Apartment,16858.0
1786.0,5,2.0,Furnished,Rohini Sector 25,5.0,26584443,Almost_ready,Resale,Apartment,14884.0
2368.0,2,2.0,Furnished,Rohini Sector 25,4.0,14070656,Ready_to_move,Resale,Apartment,5942.0
756.0,5,1.0,Furnished,Dwarka,0.0,25744234,Almost_ready,New_Property,Builder_Floor,34053.0
1366.0,1,1.0,Furnished,Dwarka,0.0,28263931,Almost_ready,Resale,Builder_Floor,20691.0
1296.0,5,1.0,Unfurnished,Rohini Sector 25,3.0,11522909,Almost_ready,New_Property,Apartment,8891.0
2721.0,3,1.0,Furnished,Lajpat Nagar,2.0,9843214,Ready_to_move,New_Property,Apartment,3617.0
2814.0,5,2.0,Semi-Furnished,Rohini Sector 24,3.0,39607399,Almost_ready,New_Property,Builder_Floor,14075.0
1471.0,2,2.0,Unfurnished,Lajpat Nagar,5.0,32588855,Almost_ready,Resale,Apartment,22154.0
2380.0,5,5.0,Furnished,Rohini Sector 25,5.0,42179745,Ready_to_move,Resale,Builder_Floor,17722.0
2768.0,5,3.0,Unfurnished,Rohini Sector 24,5.0,25362647,Almost_ready,Resale,Apartment,9162.0
1415.0,3,1.0,Semi-Furnished,Rohini Sector 25,4.0,31173805,Almost_ready,New_Property,Builder_Floor,22030.0
1886.0,5,2.0,Unfurnished,Dwarka,5.0,48107891,Almost_ready,Resale,Apartment,25507.0
1359.0,1,1.0,Semi-Furnished,Lajpat Nagar,0.0,18906485,Ready_to_move,Resale,Builder_Floor,13912.0
2012.0,2,1.0,Unfurnished,Rohini Sector 25,2.0,14652847,Ready_to_move,New_Property,Apartment,7282.0
1089.0,2,2.0,Furnished,Lajpat Nagar,2.0,49368770,Almost_ready,Resale,Apartment,45334.0
1810.0,2,2.0,Unfurnished,Dwarka,4.0,21326484,Almost_ready,New_Property,Builder_Floor,11782.0
2452.0,5,5.0,Semi-Furnished,Rohini Sector 24,4.0,38116285,Almost_ready,Resale,Apartment,15544.0
1915.0,3,1.0,Unfurnished,Lajpat Nagar,1.0,12449259,Almost_ready,Resale,Builder_Floor,6500.0
1876.0,2,2.0,Furnished,Rohini Sector 25,3.0,19171051,Almost_ready,Resale,Builder_Floor,10219.0
1355.0,2,1.0,Unfurnished,Rohini Sector 25,3.0,47495819,Almost_ready,Resale,Builder_Floor,35052.0
1150.0,2,2.0,Furnished,Rohini Sector 25,2.0,47274852,Almost_ready,Resale,Apartment,41108.0
966.0,4,4.0,Unfurnished,Lajpat Nagar,2.0,3459917,Ready_to_move,New_Property,Builder_Floor,3581.0
1571.0,3,1.0,Furnished,Rohini Sector 24,0.0,26602802,Almost_ready,New_Property,Apartment,16933.0
2987.0,1,1.0,Semi-Furnished,Rohini Sector 24,2.0,47279086,Ready_to_move,New_Property,Builder_Floor,15828.0
2928.0,2,1.0,Furnished,Rohini Sector 24,1.0,10693183,Ready_to_move,Resale,Apartment,3652.0
880.0,5,3.0,Furnished,Dwarka,4.0,48114073,Almost_ready,New_Property,Builder_Floor,54675.0
978.0,5,5.0,Unfurnished,Rohini Sector 25,0.0,6733789,Almost_ready,New_Property,Builder_Floor,6885.0
2565.0,1,1.0,Semi-Furnished,Rohini Sector 25,2.0,12411212,Almost_ready,New_Property,Apartment,4838.0
2803.0,3,1.0,Semi-Furnished,Rohini Sector 25,4.0,17796796,Ready_to_move,Resale,Apartment,6349.0
1443.0,1,1.0,Semi-Furnished,Rohini Sector 24,1.0,26053667,Ready_to_move,New_Property,Apartment,18055.0
1852.0,2,1.0,Semi-Furnished,Rohini Sector 25,5.0,36154913,Ready_to_move,New_Property,Apartment,19522.0
2292.0,5,2.0,Semi-Furnished,Lajpat Nagar,2.0,8375041,Ready_to_move,New_Property,Apartment,3654.0
944.0,5,5.0,Unfurnished,Lajpat Nagar,2.0,27662207,Almost_ready,Resale,Apartment,29303.0
2527.0,5,2.0,Furnished,Rohini Sector 25,0.0,39593336,Almost_ready,New_Property,Builder_Floor,15668.0
611.0,4,1.0,Unfurnished,Lajpat Nagar,1.0,11840457,Almost_ready,New_Property,Builder_Floor,19378.0
2376.0,3,1.0,Semi-Furnished,Lajpat Nagar,0.0,12929419,Almost_ready,New_Property,Apartment,5441.0
2883.0,2,1.0,Furnished,Rohini Sector 25,5.0,20952573,Almost_ready,Resale,Builder_Floor,7267.0
754.0,3,2.0,Furnished,Dwarka,1.0,44165173,Ready_to_move,Resale,Builder_Floor,58574.0
2564.0,5,2.0,Unfurnished,Dwarka,3.0,36642110,Almost_ready,Resale,Builder_Floor,14290.0
1797.0,1,1.0,Unfurnished,Rohini Sector 24,4.0,41973864,Ready_to_move,Resale,Apartment,23357.0
2115.0,4,3.0,Unfurnished,Rohini Sector 25,0.0,24138769,Almost_ready,New_Property,Builder_Floor,11413.0
2080.0,4,3.0,Unfurnished,Rohini Sector 24,2.0,37983119,Almost_ready,New_Property,Apartment,18261.0
1612.0,1,1.0,Unfurnished,Rohini Sector 24,3.0,7717970,Almost_ready,Resale,Apartment,4787.0
2286.0,2,1.0,Furnished,Rohini Sector 24,5.0,26552987,Ready_to_move,Resale,Builder_Floor,11615.0
2776.0,3,1.0,Unfurnished,Lajpat Nagar,2.0,17943508,Ready_to_move,New_Property,Builder_Floor,6463.0
2600.0,2,2.0,Semi-Furnished,Rohini Sector 25,5.0,29898678,Ready_to_move,New_Property,Builder_Floor,11499.0
2760.0,5,1.0,Semi-Furnished,Rohini Sector 24,3.0,8354149,Almost_ready,Resale,Builder_Floor,3026.0
1658.0,5,4.0,Unfurnished,Rohini Sector 24,5.0,48263288,Ready_to_move,New_Property,Apartment,29109.0
2586.0,3,3.0,Unfurnished,Rohini Sector 25,5.0,41960909,Almost_ready,Resale,Apartment,16226.0
2011.0,1,1.0,Unfurnished,Lajpat Nagar,5.0,14549593,Ready_to_move,Resale,Apartment,7235.0
1561.0,5,1.0,Unfurnished,Dwarka,2.0,7746201,Ready_to_move,Resale,Apartment,4962.0
1398.0,4,2.0,Furnished,Rohini Sector 25,1.0,32083570,Ready_to_move,New_Property,Apartment,22949.0
1401.0,2,1.0,Unfurnished,Dwarka,3.0,29385029,Ready_to_move,New_Property,Builder_Floor,20974.0
906.0,2,1.0,Furnished,Rohini Sector 24,2.0,38838097,Almost_ready,New_Property,Builder_Floor,42867.0
2856.0,2,2.0,Furnished,Rohini Sector 24,2.0,20521600,Ready_to_move,New_Property,Builder_Floor,7185.0
1279.0,1,1.0,Semi-Furnished,Lajpat Nagar,3.0,18204706,Ready_to_move,Resale,Apartment,14233.0
1898.0,1,1.0,Unfurnished,Lajpat Nagar,1.0,23455302,Ready_to_move,Resale,Builder_Floor,12357.0
2489.0,1,1.0,Unfurnished,Dwarka,3.0,32900077,Ready_to_move,New_Property,Apartment,13218.0
2695.0,5,5.0,Semi-Furnished,Rohini Sector 25,4.0,21451988,Ready_to_move,Resale,Builder_Floor,7959.0
2453.0,2,2.0,Semi-Furnished,Rohini Sector 25,2.0,8288468,Almost_ready,Resale,Builder_Floor,3378.0
2054.0,3,2.0,Unfurnished,Rohini Sector 25,5.0,44727658,Ready_to_move,New_Property,Apartment,21775.0
2057.0,4,4.0,Unfurnished,Rohini Sector 25,4.0,31514292,Almost_ready,New_Property,Apartment,15320.0
1440.0,1,1.0,Unfurnished,Rohini Sector 24,4.0,32080601,Almost_ready,Resale,Apartment,22278.0
1692.0,4,3.0,Semi-Furnished,Dwarka,0.0,18449509,Ready_to_move,New_Property,Builder_Floor,10903.0
1537.0,1,1.0,Furnished,Dwarka,5.0,12408473,Ready_to_move,New_Property,Builder_Floor,8073.0
2620.0,1,1.0,Unfurnished,Lajpat Nagar,3.0,47987073,Ready_to_move,Resale,Builder_Floor,18315.0
1557.0,2,2.0,Unfurnished,Rohini Sector 24,2.0,12632167,Almost_ready,Resale,Builder_Floor,8113.0
1021.0,2,1.0,Semi-Furnished,Rohini Sector 24,3.0,12672739,Ready_to_move,Resale,Builder_Floor,12412.0
902.0,4,1.0,Unfurnished,Rohini Sector 24,1.0,5411136,Ready_to_move,Resale,Apartment,5999.0
2518.0,5,3.0,Semi-Furnished,Dwarka,3.0,24487531,Almost_ready,New_Property,Apartment,9724.0
2892.0,4,3.0,Semi-Furnished,Rohini Sector 24,2.0,22140296,Almost_ready,Resale,Builder_Floor,7655.0
1985.0,2,2.0,Furnished,Rohini Sector 25,3.0,13309539,Ready_to_move,New_Property,Apartment,6705.0
1339.0,1,1.0,Semi-Furnished,Rohini Sector 24,3.0,47748404,Almost_ready,Resale,Builder_Floor,35659.0
2310.0,5,5.0,Semi-Furnished,Rohini Sector 25,5.0,16313257,Ready_to_move,Resale,Builder_Floor,7062.0
1310.0,4,4.0,Unfurnished,Lajpat Nagar,4.0,45043116,Ready_to_move,New_Property,Builder_Floor,34384.0
2704.0,3,1.0,Semi-Furnished,Rohini Sector 24,3.0,29574178,Almost_ready,New_Property,Apartment,10937.0
2530.0,3,2.0,Unfurnished,Rohini Sector 25,5.0,37318528,Ready_to_move,New_Property,Apartment,14750.0
881.0,3,2.0,Semi-Furnished,Rohini Sector 25,1.0,2106554,Ready_to_move,Resale,Builder_Floor,2391.0
2889.0,1,1.0,Unfurnished,Dwarka,4.0,35648702,Almost_ready,Resale,Builder_Floor,12339.0
2398.0,4,4.0,Semi-Furnished,Rohini Sector 25,1.0,28566492,Almost_ready,Resale,Builder_Floor,11912.0
1934.0,4,2.0,Unfurnished,Lajpat Nagar,2.0,5218482,Ready_to_move,New_Property,Apartment,2698.0
2091.0,5,5.0,Furnished,Dwarka,0.0,33970034,Ready_to_move,Resale,Builder_Floor,16245.0
1405.0,4,3.0,Unfurnished,Dwarka,1.0,5436837,Almost_ready,New_Property,Apartment,3869.0
2852.0,4,1.0,Unfurnished,Lajpat Nagar,2.0,8439857,Almost_ready,New_Property,Apartment,2959.0
1176.0,4,1.0,Furnished,Dwarka,4.0,18054015,Almost_ready,Resale,Builder_Floor,15352.0
1203.0,4,2.0,Semi-Furnished,Dwarka,2.0,29153689,Ready_to_move,Resale,Apartment,24234.0
2698.0,2,1.0,Furnished,Rohini Sector 24,1.0,13763737,Ready_to_move,New_Property,Apartment,5101.0
1066.0,2,2.0,Furnished,Dwarka,2.0,32486583,Ready_to_move,New_Property,Builder_Floor,30475.0
2447.0,1,1.0,Unfurnished,Rohini Sector 24,0.0,9745823,Almost_ready,New_Property,Builder_Floor,3982.0
1956.0,4,4.0,Unfurnished,Lajpat Nagar,4.0,8477631,Almost_ready,Resale,Apartment,4334.0
2829.0,3,2.0,Semi-Furnished,Rohini Sector 24,5.0,13277381,Almost_ready,Resale,Builder_Floor,4693.0
2402.0,1,1.0,Unfurnished,Lajpat Nagar,2.0,2204191,Almost_ready,New_Property,Builder_Floor,917.0
2287.0,2,2.0,Furnished,Rohini Sector 24,1.0,33703496,Ready_to_move,New_Property,Apartment,14736.0
2241.0,3,1.0,Semi-Furnished,Lajpat Nagar,4.0,37787621,Ready_to_move,Resale,Builder_Floor,16861.0
708.0,5,5.0,Unfurnished,Dwarka,2.0,30301647,Almost_ready,New_Property,Builder_Floor,42798.0
2570.0,5,5.0,Unfurnished,Lajpat Nagar,4.0,39819903,Ready_to_move,Resale,Builder_Floor,15494.0
1955.0,3,3.0,Unfurnished,Dwarka,3.0,7324519,Almost_ready,Resale,Apartment,3746.0
2660.0,5,3.0,Furnished,Lajpat Nagar,0.0,28004637,Almost_ready,Resale,Builder_Floor,10528.0
1210.0,5,4.0,Furnished,Dwarka,3.0,9123935,Ready_to_move,New_Property,Apartment,7540.0
1688.0,2,1.0,Unfurnished,Rohini Sector 25,4.0,42463582,Almost_ready,Resale,Builder_Floor,25156.0
968.0,5,5.0,Semi-Furnished,Dwarka,5.0,21346683,Ready_to_move,New_Property,Apartment,22052.0
2455.0,2,2.0,Furnished,Rohini Sector 25,4.0,43018762,Almost_ready,Resale,Apartment,17522.0
1167.0,5,4.0,Semi-Furnished,Dwarka,1.0,10046139,Ready_to_move,New_Property,Apartment,8608.0
1521.0,1,1.0,Furnished,Rohini Sector 25,1.0,29895446,Almost_ready,New_Property,Builder_Floor,19655.0
974.0,3,1.0,Furnished,Lajpat Nagar,1.0,38958363,Almost_ready,New_Property,Builder_Floor,39998.0
2171.0,5,5.0,Unfurnished,Lajpat Nagar,1.0,14421158,Ready_to_move,New_Property,Apartment,6642.0
2299.0,2,1.0,Furnished,Dwarka,5.0,7859459,Almost_ready,Resale,Apartment,3418.0
2733.0,5,1.0,Semi-Furnished,Dwarka,4.0,11534516,Ready_to_move,Resale,Apartment,4220.0
1196.0,2,2.0,Furnished,Rohini Sector 25,3.0,12745302,Almost_ready,New_Property,Apartment,10656.0
1223.0,5,4.0,Furnished,Rohini Sector 25,2.0,40452287,Ready_to_move,New_Property,Apartment,33076.0
2380.0,1,1.0,Semi-Furnished,Rohini Sector 25,2.0,37619209,Ready_to_move,Resale,Builder_Floor,15806.0
2863.0,3,3.0,Semi-Furnished,Rohini Sector 24,5.0,34717821,Almost_ready,Resale,Apartment,12126.0
2110.0,2,2.0,Semi-Furnished,Rohini Sector 25,4.0,17064337,Almost_ready,Resale,Apartment,8087.0
1339.0,5,4.0,Semi-Furnished,Rohini Sector 25,0.0,2520917,Ready_to_move,Resale,Apartment,1882.0
749.0,4,4.0,Semi-Furnished,Dwarka,1.0,28375958,Almost_ready,New_Property,Apartment,37885.0
1339.0,4,4.0,Unfurnished,Rohini Sector 24,0.0,27852877,Ready_to_move,New_Property,Apartment,20801.0
1789.0,4,1.0,Unfurnished,Rohini Sector 24,0.0,30462486,Almost_ready,Resale,Builder_Floor,17027.0
988.0,1,1.0,Unfurnished,Dwarka,2.0,37410703,Almost_ready,New_Property,Apartment,37865.0
792.0,3,2.0,Semi-Furnished,Dwarka,4.0,40986261,Ready_to_move,New_Property,Builder_Floor,51750.0
778.0,4,3.0,Unfurnished,Dwarka,2.0,10540478,Almost_ready,Resale,Builder_Floor,13548.0
2132.0,4,2.0,Furnished,Rohini Sector 24,1.0,47403101,Ready_to_move,New_Property,Apartment,22234.0
1544.0,5,1.0,Unfurnished,Rohini Sector 24,2.0,32667622,Ready_to_move,New_Property,Apartment,21157.0
629.0,1,1.0,Furnished,Dwarka,3.0,43964743,Ready_to_move,Resale,Apartment,69896.0
1973.0,3,3.0,Unfurnished,Rohini Sector 24,1.0,39456376,Almost_ready,New_Property,Apartment,19998.0
1625.0,2,2.0,Furnished,Lajpat Nagar,5.0,44792266,Almost_ready,New_Property,Apartment,27564.0
2100.0,4,4.0,Furnished,Lajpat Nagar,3.0,9550137,Ready_to_move,New_Property,Apartment,4547.0
2639.0,2,2.0,Unfurnished,Dwarka,5.0,20887731,Ready_to_move,New_Property,Builder_Floor,7915.0
2977.0,1,1.0,Semi-Furnished,Dwarka,5.0,10993690,Ready_to_move,New_Property,Builder_Floor,3692.0
2802.0,3,2.0,Semi-Furnished,Lajpat Nagar,1.0,22638490,Almost_ready,New_Property,Apartment,8079.0
1566.0,2,2.0,Unfurnished,Dwarka,1.0,27454477,Almost_ready,New_Property,Apartment,17531.0
912.0,4,4.0,Unfurnished,Rohini Sector 25,5.0,13935273,Almost_ready,Resale,Builder_Floor,15279.0
2769.0,3,3.0,Furnished,Lajpat Nagar,3.0,23730527,Ready_to_move,New_Property,Builder_Floor,8570.0
1218.0,1,1.0,Furnished,Lajpat Nagar,3.0,29140206,Ready_to_move,New_Property,Builder_Floor,23924.0
2168.0,1,1.0,Furnished,Rohini Sector 25,3.0,32001974,Ready_to_move,New_Property,Builder_Floor,14761.0
742.0,3,2.0,Unfurnished,Dwarka,1.0,19141829,Ready_to_move,Resale,Builder_Floor,25797.0
2713.0,2,1.0,Unfurnished,Dwarka,2.0,15675012,Almost_ready,Resale,Builder_Floor,5777.0
689.0,3,3.0,Unfurnished,Lajpat Nagar,5.0,32943557,Almost_ready,New_Property,Builder_Floor,47813.0
1220.0,5,3.0,Semi-Furnished,Rohini Sector 25,5.0,47494312,Almost_ready,New_Property,Apartment,38929.0
978.0,1,1.0,Furnished,Rohini Sector 25,4.0,11241638,Almost_ready,New_Property,Builder_Floor,11494.0
1037.0,4,4.0,Furnished,Lajpat Nagar,2.0,38265331,Almost_ready,Resale,Apartment,36900.0
2655.0,2,2.0,Semi-Furnished,Dwarka,0.0,44055120,Ready_to_move,New_Property,Apartment,16593.0
765.0,2,1.0,Unfurnished,Rohini Sector 25,1.0,3834150,Ready_to_move,Resale,Apartment,5011.0
1035.0,1,1.0,Semi-Furnished,Rohini Sector 24,0.0,3119133,Ready_to_move,New_Property,Apartment,3013.0
624.0,3,2.0,Furnished,Dwarka,2.0,44263195,Almost_ready,New_Property,Builder_Floor,70934.0
2153.0,1,1.0,Furnished,Lajpat Nagar,2.0,7175651,Ready_to_move,New_Property,Builder_Floor,3332.0
1368.0,3,3.0,Unfurnished,Lajpat Nagar,0.0,18249638,Ready_to_move,New_Property,Apartment,13340.0
2113.0,3,1.0,Unfurnished,Lajpat Nagar,4.0,38869511,Ready_to_move,New_Property,Apartment,18395.0
739.0,1,1.0,Furnished,Dwarka,5.0,14588125,Almost_ready,Resale,Apartment,19740.0
2374.0,4,1.0,Furnished,Rohini Sector 24,5.0,14301763,Ready_to_move,Resale,Builder_Floor,6024.0
1666.0,2,1.0,Unfurnished,Dwarka,4.0,28328247,Almost_ready,Resale,Apartment,17003.0
1831.0,3,2.0,Furnished,Rohini Sector 25,1.0,44777131,Almost_ready,Resale,Builder_Floor,24455.0
